customer_id,product_name,journey_length,currently_customer,customer age group at the point of sign up
52908,product11,845,Y,under 18
52911,product1,1040,N,25-35
52915,product11,2647,N,under 18
52915,product7,845,N,under 18
52934,product5,239,N,25-35
53018,product3,412,Y,above 45
53018,product9,412,N,above 45
53021,product11,15,N,under 18
53042,product5,19,N,above 45
53083,product11,304,N,above 45
53088,product3,257,N,under 18
53088,product9,257,N,under 18
53089,product3,180,Y,under 18
53098,product5,844.5,Y,under 18
53118,product9,950,N,under 18
53118,product2,950,N,under 18
53148,product3,1036,N,under 18
53151,product1,1476,N,under 18
53152,product3,870.5,N,under 18
53156,product3,1446,N,under 18
53177,product9,2690,Y,25-35
53177,product3,2690,Y,25-35
53181,product3,875,N,25-35
53181,product9,875,N,25-35
53206,product11,803,Y,under 18
53209,product9,1556,N,25-35
53209,product10,1556,N,25-35
53230,product5,795,N,25-35
53240,product5,32,N,above 45
53250,product5,916.5,N,25-35
53264,product3,827.5,N,under 18
53279,product11,827.5,N,under 18
53296,product7,1207,N,under 18
53316,product3,1529.5,Y,25-35
53316,product9,1529.5,N,25-35
53325,product3,1036,Y,under 18
53336,product3,5649,N,above 45
53341,product1,827.5,N,under 18
53368,product3,2329,N,under 18
53368,product9,2329,N,under 18
53371,product11,29,N,under 18
53375,product3,815.5,N,25-35
53375,product9,815.5,N,25-35
53382,product1,827.5,N,under 18
53385,product5,56,N,above 45
53408,product5,407,N,above 45
53426,product9,1556,N,25-35
53426,product3,1556,N,25-35
53428,product5,844.5,Y,under 18
53449,product7,896,Y,under 18
53453,product7,358,Y,under 18
53492,product11,827.5,Y,under 18
53499,product3,331,N,under 18
53501,product3,1478,N,25-35
53505,product3,1060,N,25-35
53505,product9,1060,N,25-35
53514,product1,744,N,under 18
53520,product3,826,N,18 - 25
53573,product3,1078,N,under 18
53579,product3,376,Y,under 18
53615,product9,5016,N,under 18
53615,product3,5016,N,under 18
53622,product11,411,N,under 18
53663,product5,824,N,above 45
53691,product3,174,Y,25-35
53695,product11,675,N,under 18
53696,product3,1387,N,under 18
53696,product4,349,N,under 18
53702,product11,646,N,under 18
53734,product11,250,Y,25-35
53740,product3,708,N,25-35
53745,product11,579,Y,under 18
53747,product11,973.5,N,35-45
53768,product7,2947,N,under 18
53826,product11,827.5,N,under 18
53838,product11,1874,N,under 18
53849,product11,803,Y,under 18
53863,product5,485,N,under 18
53874,product9,925,N,under 18
53874,product6,925,Y,under 18
53908,product1,969,N,above 45
53930,product3,454,N,25-35
53930,product9,454,N,25-35
53967,product9,859.5,N,25-35
53967,product11,859.5,N,25-35
53979,product5,76,N,25-35
53990,product11,83,N,above 45
53996,product7,5441,N,under 18
53997,product7,160,N,under 18
54004,product3,1350,N,under 18
54037,product11,324,N,25-35
54038,product3,376,N,under 18
54081,product9,2783,N,25-35
54081,product6,2783,N,25-35
54093,product9,1478,N,under 18
54093,product3,1478,N,under 18
54124,product3,460,N,under 18
54130,product9,164,N,25-35
54130,product1,164,N,25-35
54174,product3,6413,Y,under 18
54174,product9,6413,N,under 18
54197,product3,501,N,above 45
54197,product9,501,N,above 45
54204,product1,493,N,25-35
54206,product3,530,N,under 18
54214,product11,803,N,under 18
54237,product5,916.5,N,25-35
54247,product3,3368,N,under 18
54247,product9,3368,N,under 18
54285,product5,718.5,N,under 18
54324,product1,803,N,under 18
54340,product3,810,N,under 18
54341,product11,850,Y,under 18
54354,product3,6413,N,under 18
54354,product9,6413,N,under 18
54384,product11,2053,N,25-35
54411,product1,827.5,N,under 18
54414,product1,514,Y,under 18
54435,product5,15,N,above 45
54446,product3,2313,N,under 18
54451,product5,34,N,above 45
54455,product3,827.5,N,under 18
54461,product3,1002,N,under 18
54466,product3,1912,N,under 18
54471,product3,1092,N,under 18
54523,product3,827.5,Y,under 18
54574,product5,687,N,above 45
54576,product11,323,Y,under 18
54577,product11,1419,Y,25-35
54588,product11,1040,N,25-35
54611,product5,656,N,above 45
54615,product5,1841,N,above 45
54615,product4,340,N,above 45
54620,product5,641,N,above 45
54650,product3,534,N,25-35
54650,product9,534,N,25-35
54667,product11,839,N,under 18
54704,product11,467,N,above 45
54708,product5,1494,N,25-35
54724,product3,860,N,25-35
54724,product9,860,N,25-35
54765,product5,18,N,above 45
54790,product9,592,N,under 18
54790,product1,592,N,under 18
54794,product11,2298,N,under 18
54848,product5,1659,N,above 45
54864,product5,2527,N,25-35
54867,product1,779,N,25-35
54867,product11,27,N,25-35
54907,product1,827.5,N,under 18
54909,product11,1365,N,18 - 25
54909,product10,1111,N,18 - 25
54924,product3,827.5,N,under 18
54927,product1,1035,N,25-35
54955,product5,522,N,above 45
54960,product1,265,N,under 18
55011,product11,41,N,above 45
55047,product1,827.5,N,under 18
55048,product11,534,N,under 18
55051,product9,129,N,25-35
55051,product11,129,N,25-35
55052,product5,958,N,above 45
55062,product5,492,N,above 45
55080,product11,30,N,25-35
55094,product11,1729,N,under 18
55094,product1,578,N,under 18
55113,product9,1286,Y,25-35
55113,product11,1286,N,25-35
55122,product5,386,N,above 45
55129,product3,533,N,25-35
55129,product9,533,N,25-35
55135,product9,599,N,under 18
55135,product10,599,N,under 18
55161,product5,130,N,above 45
55164,product11,292,N,under 18
55177,product9,1356,N,25-35
55177,product3,1356,N,25-35
55208,product3,252,N,25-35
55208,product9,252,Y,25-35
55218,product11,827.5,N,under 18
55236,product11,164,N,under 18
55241,product9,80,N,above 45
55241,product2,80,N,above 45
55245,product3,474,Y,above 45
55245,product9,474,N,above 45
55248,product11,803,Y,under 18
55249,product1,2026,N,under 18
55249,product11,803,N,under 18
55263,product11,443,N,under 18
55283,product5,969,N,above 45
55330,product5,682,N,25-35
55351,product11,396,N,25-35
55352,product5,323,N,25-35
55353,product3,12,Y,25-35
55353,product9,12,N,25-35
55398,product9,1074,N,under 18
55398,product6,1074,N,under 18
55416,product11,827.5,N,under 18
55434,product11,2389,N,25-35
55448,product11,515,Y,under 18
55465,product7,331,N,35-45
55493,product1,446,N,under 18
55500,product1,559,N,under 18
55530,product5,863,N,25-35
55530,product8,795,N,25-35
55556,product11,514,N,under 18
55595,product3,827.5,N,under 18
55600,product3,810,N,under 18
55603,product5,860,N,25-35
55620,product1,593,N,under 18
55704,product11,3590,N,under 18
55720,product5,21,N,above 45
55765,product4,561,Y,under 18
55813,product5,1001,N,above 45
55815,product9,592,N,under 18
55815,product5,592,N,under 18
55817,product3,2116,N,under 18
55819,product11,324,N,under 18
55832,product11,653,N,under 18
55854,product5,1907,N,under 18
55871,product5,130,N,under 18
55880,product9,1360.5,N,25-35
55880,product8,1360.5,N,25-35
55937,product9,333,N,under 18
55937,product3,333,N,under 18
55938,product11,1915,N,25-35
55990,product1,73,N,25-35
56017,product5,687,N,above 45
56023,product5,294.5,N,above 45
56064,product1,744,N,under 18
56088,product4,311,N,25-35
56090,product3,298,N,under 18
56092,product1,1040,N,25-35
56095,product3,209,N,under 18
56095,product9,209,Y,under 18
56121,product5,382.5,N,above 45
56125,product11,,Y,under 18
56126,product11,1271,N,under 18
56212,product3,815.5,N,25-35
56212,product9,815.5,N,25-35
56232,product5,969,N,above 45
56259,product11,697,N,under 18
56303,product9,477,N,above 45
56303,product11,477,N,above 45
56320,product1,6,N,under 18
56323,product3,1652,Y,under 18
56325,product4,252,N,under 18
56328,product3,553,Y,under 18
56337,product1,382,N,under 18
56353,product4,810,N,under 18
56418,product11,661.5,N,under 18
56426,product3,869,Y,25-35
56471,product3,1077,N,above 45
56474,product5,134,N,under 18
56495,product1,1040,N,25-35
56501,product3,938,N,under 18
56503,product9,430,Y,25-35
56503,product3,430,N,25-35
56536,product1,110,N,25-35
56553,product11,2389,N,25-35
56555,product1,744,N,under 18
56586,product1,803,N,under 18
56604,product11,1581,N,under 18
56623,product4,909,Y,25-35
56636,product5,34,N,above 45
56677,product3,637,N,above 45
56677,product9,637,N,above 45
56686,product1,1040,N,25-35
56689,product5,799.5,N,under 18
56713,product5,366,N,25-35
56753,product4,1030.5,N,25-35
56777,product3,3368,N,25-35
56777,product9,3368,Y,25-35
56796,product9,356,N,25-35
56796,product1,356,N,25-35
56812,product9,2885,N,25-35
56812,product3,2885,N,25-35
56827,product3,4765,N,25-35
56827,product9,4765,N,25-35
56857,product9,579.5,N,under 18
56857,product2,579.5,N,under 18
56861,product9,1376,N,25-35
56861,product3,1376,N,25-35
56880,product9,284.5,N,under 18
56880,product4,284.5,Y,under 18
56930,product11,744,N,under 18
56955,product11,505,N,under 18
56961,product5,92,N,above 45
56972,product1,803,N,under 18
56998,product11,452,N,under 18
57000,product3,624,N,18 - 25
57031,product11,744,N,under 18
57092,product11,117,Y,under 18
57096,product3,416,N,25-35
57121,product11,558,Y,under 18
57146,product3,847,N,18 - 25
57221,product5,945,N,above 45
57232,product3,969,N,above 45
57241,product11,653,Y,under 18
57254,product4,73,N,25-35
57280,product5,827.5,N,25-35
57304,product3,760,Y,25-35
57304,product9,760,N,25-35
57310,product9,243,N,25-35
57310,product1,243,N,25-35
57330,product11,880,N,25-35
57356,product11,803,N,under 18
57360,product11,51,N,under 18
57399,product5,53,N,under 18
57406,product3,826,Y,18 - 25
57450,product9,1255,N,25-35
57450,product6,1255,Y,25-35
57455,product9,125,N,under 18
57455,product11,125,N,under 18
57477,product3,460,N,under 18
57499,product11,286,N,under 18
57592,product7,581,N,35-45
57636,product7,0,Y,35-45
57644,product3,137,N,25-35
57647,product5,1266,N,25-35
57674,product5,770,N,under 18
57703,product5,1494,Y,25-35
57740,product3,378,N,under 18
57855,product9,463,N,above 45
57855,product1,463,N,above 45
57868,product7,969,N,above 45
57902,product9,203,N,25-35
57902,product11,203,N,25-35
57967,product5,1757,Y,above 45
57979,product5,297,N,25-35
57984,product7,826,N,18 - 25
58012,product11,273,Y,under 18
58016,product5,98,Y,25-35
58043,product3,810,N,under 18
58057,product11,803,Y,under 18
58062,product11,1676,Y,18 - 25
58106,product5,263,N,above 45
58161,product3,2800,Y,under 18
58163,product9,347,N,25-35
58163,product5,347,N,25-35
58183,product3,603,N,above 45
58183,product9,603,N,above 45
58213,product5,792,N,25-35
58243,product5,116,N,above 45
58263,product3,115,N,25-35
58274,product3,604,N,under 18
58283,product3,236,N,other
58310,product11,803,N,under 18
58417,product4,997.5,N,25-35
58491,product3,781,N,under 18
58493,product5,365,N,25-35
58539,product11,353,Y,25-35
58547,product3,1638,N,under 18
58582,product5,112,N,above 45
58680,product11,812.5,N,25-35
58682,product11,361,N,under 18
58693,product5,3828,Y,25-35
58699,product11,877,N,under 18
58707,product9,1876,N,under 18
58707,product3,1876,N,under 18
58713,product3,3532,Y,above 45
58727,product5,853,N,25-35
58744,product7,40,Y,under 18
58750,product5,860,N,above 45
58769,product1,969,N,above 45
58776,product5,227,Y,25-35
58776,product9,109,N,25-35
58782,product11,661.5,Y,under 18
58793,product11,3537,Y,25-35
58796,product3,153,N,other
58797,product5,844.5,N,under 18
58804,product11,1040,N,25-35
58805,product9,2304,N,25-35
58805,product6,2304,N,25-35
58826,product11,470,Y,above 45
58829,product9,220,N,25-35
58829,product6,220,N,25-35
58849,product5,857.5,Y,25-35
58875,product1,63,N,under 18
58880,product3,80,Y,25-35
58880,product9,80,N,25-35
58896,product5,70,N,25-35
58923,product11,187,N,25-35
58940,product3,672,N,under 18
58971,product3,12026,N,under 18
58999,product5,522,Y,above 45
59024,product5,294.5,N,25-35
59027,product3,,N,25-35
59068,product11,119,N,under 18
59094,product7,380,N,under 18
59121,product7,896,N,under 18
59126,product5,6,N,25-35
59226,product9,2532,N,25-35
59226,product5,2532,Y,25-35
59272,product5,853,N,25-35
59292,product7,969,N,above 45
59298,product7,2177,N,above 45
59299,product7,1800,N,above 45
59377,product5,844.5,Y,under 18
59386,product5,86,Y,above 45
59420,product5,553,N,above 45
59437,product11,1035,N,25-35
59446,product5,687,N,above 45
59481,product5,1120,N,under 18
59482,product3,908,Y,25-35
59482,product9,908,N,25-35
59495,product5,2429,N,25-35
59497,product9,1037,N,25-35
59497,product1,1037,Y,25-35
59498,product3,750,Y,25-35
59521,product1,157,N,under 18
59521,product11,581,N,under 18
59581,product5,710,N,under 18
59582,product5,93,N,25-35
59587,product1,649,N,35-45
59588,product9,333,N,under 18
59588,product4,333,N,under 18
59601,product3,601.5,N,under 18
59613,product5,853,Y,25-35
59614,product5,1185,N,above 45
59642,product11,3565,N,under 18
59665,product3,835,N,above 45
59665,product9,835,N,above 45
59708,product5,1687,N,above 45
59710,product3,16,N,above 45
59736,product3,1018,N,25-35
59759,product3,810,N,under 18
59782,product5,365,N,25-35
59797,product5,339.5,N,above 45
59807,product3,672,Y,other
59814,product9,750,Y,25-35
59814,product7,750,Y,25-35
59818,product3,140,N,under 18
59851,product5,88,N,under 18
59868,product5,532,N,25-35
59934,product3,384,N,under 18
59954,product5,235,N,25-35
59962,product11,744,N,under 18
59966,product11,41,Y,25-35
59974,product11,545,N,under 18
59995,product3,116,N,25-35
59995,product7,152,N,25-35
59995,product2,116,N,25-35
59995,product9,152,Y,25-35
60015,product7,786,N,35-45
60045,product3,3738,N,under 18
60052,product3,49,N,above 45
60081,product3,449,Y,25-35
60095,product5,853,N,25-35
60124,product9,106,N,above 45
60124,product6,106,Y,above 45
60145,product5,4554,N,25-35
60146,product11,697,N,under 18
60169,product3,810,Y,under 18
60188,product4,79,Y,above 45
60196,product5,786,N,above 45
60204,product3,3592,N,under 18
60240,product7,561,N,under 18
60270,product3,610,N,25-35
60286,product11,653,N,under 18
60314,product3,677.5,N,other
60350,product11,744,Y,under 18
60435,product3,329,N,25-35
60485,product5,786,N,above 45
60486,product5,827.5,N,25-35
60506,product11,720.5,N,under 18
60519,product9,155,N,under 18
60519,product4,155,N,under 18
60548,product3,301,N,under 18
60587,product3,799,N,18 - 25
60639,product5,132,N,25-35
60663,product5,3710,N,25-35
60664,product5,14,N,25-35
60749,product1,541,N,under 18
60767,product11,220.5,N,under 18
60771,product9,524,N,25-35
60771,product1,524,N,25-35
60772,product3,781,N,under 18
60784,product3,610,N,under 18
60786,product5,821,N,under 18
60795,product11,2558,N,under 18
60877,product3,484,N,under 18
60880,product11,661.5,N,under 18
60893,product11,1026,N,25-35
60916,product5,422,N,25-35
60921,product3,607,N,under 18
60937,product5,687,N,above 45
60938,product5,326,N,25-35
60943,product11,20,N,under 18
61008,product7,680,Y,under 18
61017,product5,524,N,25-35
61023,product11,547,N,under 18
61030,product1,993,N,25-35
61032,product11,292.5,N,under 18
61033,product11,720.5,Y,under 18
61052,product5,388,N,under 18
61094,product5,618,N,25-35
61094,product6,272,N,25-35
61110,product11,1376,N,under 18
61117,product3,56,N,under 18
61136,product9,1037,N,25-35
61136,product8,1037,N,25-35
61147,product11,1195,N,18 - 25
61184,product5,853,N,25-35
61192,product5,853,N,25-35
61229,product1,744,N,under 18
61272,product3,1002,N,25-35
61276,product7,613,N,under 18
61278,product7,742,N,under 18
61293,product7,1932,N,35-45
61300,product4,1037,N,25-35
61318,product5,687,N,above 45
61330,product5,349,N,under 18
61369,product3,637,N,25-35
61386,product3,579.5,N,under 18
61386,product9,579.5,N,under 18
61389,product11,572,N,under 18
61407,product3,338,N,under 18
61407,product9,338,N,under 18
61409,product9,272,N,above 45
61409,product7,272,N,above 45
61416,product3,164,N,above 45
61436,product5,792,N,25-35
61439,product3,4592,N,25-35
61452,product9,4186,N,25-35
61452,product11,4186,Y,25-35
61563,product7,304,N,above 45
61581,product1,103,N,35-45
61611,product11,1035,N,25-35
61621,product3,529,N,other
61643,product1,720.5,N,under 18
61646,product3,1673,N,under 18
61663,product5,3165,N,25-35
61678,product5,379,N,above 45
61703,product9,333,N,under 18
61703,product10,333,N,under 18
61707,product5,853,N,25-35
61732,product3,182,N,25-35
61756,product9,750,Y,25-35
61756,product10,750,N,25-35
61762,product11,653,N,under 18
61817,product1,744,N,under 18
61888,product11,720.5,N,under 18
61906,product11,653,N,under 18
61921,product9,243.5,N,25-35
61921,product6,243.5,N,25-35
61954,product1,220.5,N,under 18
61989,product11,1231,N,under 18
62002,product9,1252,Y,25-35
62002,product1,1252,N,25-35
62015,product7,437,N,under 18
62033,product5,195,N,25-35
62034,product11,1030.5,Y,25-35
62054,product3,698,N,25-35
62054,product9,698,N,25-35
62062,product5,853,N,25-35
62110,product3,727,N,other
62122,product3,374,N,under 18
62131,product5,1792,N,above 45
62153,product9,169,N,25-35
62153,product2,169,N,25-35
62169,product5,294.5,Y,25-35
62211,product9,91,N,25-35
62211,product5,91,N,25-35
62235,product3,1547,N,under 18
62279,product11,2180,N,under 18
62286,product4,1954,Y,25-35
62294,product11,1030.5,N,25-35
62295,product11,6526,N,under 18
62349,product5,827.5,N,25-35
62378,product7,1232,N,18 - 25
62417,product3,604.5,N,18 - 25
62424,product11,114,N,25-35
62453,product3,1036,N,under 18
62455,product3,2720,Y,under 18
62489,product5,687,N,above 45
62509,product5,853,N,25-35
62521,product11,349,Y,under 18
62523,product11,3914,N,under 18
62538,product11,653,N,under 18
62579,product5,300.5,N,25-35
62613,product1,109,N,18 - 25
62613,product11,14,N,18 - 25
62677,product5,18,N,25-35
62694,product3,604.5,N,18 - 25
62697,product3,392,N,25-35
62732,product11,697,N,under 18
62797,product3,144,N,25-35
62839,product11,187,N,35-45
62843,product11,720.5,N,under 18
62860,product5,821,N,under 18
62911,product5,799.5,N,under 18
62918,product3,399,N,under 18
62920,product11,377,N,under 18
62932,product1,1035,N,25-35
62934,product3,236,N,under 18
62944,product5,45,N,under 18
62979,product11,6,N,above 45
63010,product4,742,N,above 45
63028,product4,622,N,under 18
63031,product3,708,Y,other
63034,product5,370,N,25-35
63040,product1,653,Y,under 18
63046,product9,1556,N,25-35
63046,product7,1556,Y,25-35
63053,product11,562,Y,25-35
63111,product5,872,N,above 45
63120,product1,697,N,under 18
63163,product3,357,N,under 18
63170,product11,432,N,25-35
63179,product3,578,N,under 18
63179,product9,578,N,under 18
63201,product3,505,Y,18 - 25
63211,product7,1461,N,35-45
63211,product8,430,N,35-45
63232,product3,938,N,under 18
63253,product5,742,N,above 45
63284,product1,514,N,under 18
63379,product3,313,N,25-35
63448,product11,744,N,under 18
63452,product5,821,N,under 18
63499,product3,287,N,under 18
63502,product11,511,N,35-45
63534,product3,5096,N,25-35
63546,product11,161,N,under 18
63549,product3,2982,N,under 18
63583,product11,151,N,25-35
63606,product9,312,N,under 18
63606,product5,312,N,under 18
63661,product5,73,N,25-35
63667,product3,803,N,under 18
63673,product5,3997,N,25-35
63727,product9,393,N,above 45
63727,product4,393,Y,above 45
63740,product11,2244,N,under 18
63760,product5,60,N,under 18
63762,product1,54,N,under 18
63762,product11,336,N,under 18
63762,product7,697,N,under 18
63779,product3,799,Y,18 - 25
63808,product1,382,N,under 18
63815,product11,8917,N,under 18
63819,product3,708,N,other
63833,product3,2310,N,under 18
63854,product5,280,N,25-35
63902,product3,8197,N,under 18
63905,product11,67,N,35-45
63940,product1,103,N,35-45
63971,product1,2431,N,25-35
63994,product5,317,N,25-35
64016,product1,369,Y,under 18
64017,product1,661.5,N,under 18
64022,product11,1258,N,under 18
64044,product11,89,N,under 18
64051,product3,1610,N,under 18
64058,product4,604,N,under 18
64063,product11,473,N,under 18
64072,product5,842,N,above 45
64084,product3,717.5,N,other
64099,product5,3318,N,25-35
64103,product3,530,N,under 18
64108,product9,1485,N,other
64108,product8,1485,N,other
64130,product1,1202,N,25-35
64135,product11,653,N,under 18
64141,product5,436,N,above 45
64167,product5,41,N,25-35
64198,product11,3706,Y,25-35
64209,product5,177,Y,25-35
64214,product11,203,N,under 18
64216,product9,537,N,under 18
64216,product8,537,N,under 18
64274,product3,510,N,under 18
64278,product9,393,Y,above 45
64278,product7,393,N,above 45
64282,product4,22,N,25-35
64298,product11,479.5,N,under 18
64299,product1,653,N,under 18
64368,product11,2196,Y,under 18
64387,product3,554,N,above 45
64387,product9,554,Y,above 45
64389,product11,109,N,35-45
64398,product3,743,N,under 18
64399,product11,814,N,25-35
64499,product1,671,N,25-35
64501,product5,430,N,25-35
64533,product3,26,N,under 18
64538,product1,697,N,under 18
64554,product11,617,N,under 18
64588,product3,554,N,above 45
64588,product9,554,N,above 45
64590,product11,374,N,25-35
64601,product1,1647,N,under 18
64608,product5,635,N,25-35
64610,product3,4106,N,under 18
64611,product5,265,N,25-35
64615,product9,537.5,N,under 18
64615,product8,537.5,Y,under 18
64618,product4,8,N,25-35
64627,product3,607,N,under 18
64640,product7,1596,Y,under 18
64650,product7,380,N,above 45
64653,product7,227,N,35-45
64674,product3,535.5,N,under 18
64674,product9,535.5,N,under 18
64678,product11,720.5,N,under 18
64694,product3,652,N,under 18
64702,product11,272,Y,under 18
64767,product5,370,N,25-35
64799,product11,653,N,under 18
64811,product11,253,N,under 18
64820,product3,4401,N,above 45
64820,product9,4401,N,above 45
64827,product1,327,N,under 18
64873,product9,417,N,other
64873,product3,417,N,other
64910,product5,795,N,25-35
64932,product3,624,N,under 18
64932,product8,542,N,under 18
64932,product5,624,N,under 18
64932,product9,542,Y,under 18
64971,product5,833,N,under 18
65010,product3,637,N,25-35
65045,product11,648,N,under 18
65067,product7,742,N,under 18
65068,product7,149,Y,under 18
65108,product5,1617,N,25-35
65150,product9,478,N,25-35
65150,product4,478,N,25-35
65154,product4,24,N,above 45
65167,product11,184,N,above 45
65192,product9,312,Y,under 18
65192,product5,312,N,under 18
65208,product3,172,N,above 45
65224,product5,459,N,25-35
65224,product4,213,N,25-35
65242,product3,861,N,under 18
65249,product1,24,N,under 18
65253,product4,844,N,under 18
65270,product11,493,N,under 18
65275,product5,833,N,under 18
65288,product9,11183,N,under 18
65288,product3,11183,Y,under 18
65301,product3,607,N,under 18
65308,product11,8003,N,under 18
65316,product3,624,Y,25-35
65316,product9,624,Y,25-35
65333,product3,333,N,under 18
65402,product3,1764,N,under 18
65435,product3,913,Y,25-35
65435,product9,913,N,25-35
65448,product11,513,N,under 18
65459,product5,600.5,N,25-35
65469,product11,993,N,25-35
65474,product5,9,N,above 45
65488,product1,1067,N,25-35
65504,product3,376,N,under 18
65513,product3,58,N,above 45
65529,product3,1386,Y,under 18
65544,product3,939,N,25-35
65545,product3,1584,Y,25-35
65586,product5,3912,N,25-35
65603,product3,4389,N,under 18
65609,product5,2667,N,above 45
65621,product9,1060,N,25-35
65621,product8,1060,N,25-35
65640,product3,3437,N,under 18
65654,product1,608,Y,25-35
65664,product11,8079,N,under 18
65664,product1,661.5,N,under 18
65672,product3,1036,N,under 18
65675,product9,537,N,under 18
65675,product7,537,N,under 18
65699,product3,339,N,other
65699,product9,339,N,other
65733,product3,558,N,25-35
65733,product9,558,N,25-35
65736,product3,610,N,under 18
65746,product11,501,N,25-35
65754,product3,357,N,under 18
65774,product5,650.5,N,above 45
65795,product5,43,Y,25-35
65826,product3,443,N,under 18
65835,product5,47,Y,under 18
65851,product1,575.5,Y,under 18
65855,product3,92,N,under 18
65855,product9,92,N,under 18
65861,product1,107,N,25-35
65875,product11,1355,N,under 18
65887,product11,109,N,under 18
65903,product11,697,Y,under 18
65928,product3,2176,N,25-35
65928,product9,2176,N,25-35
65931,product5,687,N,above 45
65943,product1,1195,N,under 18
65955,product11,653,N,under 18
65973,product11,605,N,under 18
66009,product3,1862,N,under 18
66012,product4,125,N,25-35
66071,product9,243.5,N,25-35
66071,product8,243.5,N,25-35
66079,product11,320,N,under 18
66144,product5,512.5,N,under 18
66151,product3,4,N,above 45
66151,product9,4,N,above 45
66167,product3,610,N,under 18
66200,product3,266,N,25-35
66214,product3,16,N,other
66220,product11,189,Y,under 18
66272,product5,1078,N,25-35
66313,product3,6322,N,above 45
66313,product9,6322,N,above 45
66331,product3,735,N,under 18
66350,product9,185,N,other
66350,product1,185,N,other
66359,product5,89,Y,above 45
66395,product3,637,N,25-35
66414,product3,546,N,under 18
66414,product9,546,N,under 18
66417,product3,126,Y,25-35
66419,product3,460,Y,25-35
66430,product5,824,N,above 45
66464,product5,792,N,25-35
66517,product3,903,N,under 18
66612,product9,301,N,25-35
66612,product3,301,N,25-35
66644,product3,637,N,25-35
66662,product5,664,N,above 45
66665,product5,210,N,25-35
66668,product3,637,N,other
66718,product11,1189,N,25-35
66718,product1,2375,Y,25-35
66728,product11,1463,N,under 18
66732,product11,871,N,under 18
66744,product11,570,N,under 18
66745,product1,3572,N,under 18
66774,product11,605,N,under 18
66775,product11,1701,N,under 18
66823,product11,811,N,under 18
66824,product11,159,Y,25-35
66845,product1,948,N,25-35
66863,product11,697,N,under 18
66871,product11,2943,N,25-35
66880,product11,661.5,N,under 18
66891,product5,406.5,N,above 45
66893,product3,1283.5,N,25-35
66901,product3,416,N,25-35
66911,product11,600,N,under 18
66917,product1,30,N,under 18
66930,product1,250,N,under 18
66936,product11,600,N,under 18
66966,product7,6688,N,above 45
66972,product3,637,N,25-35
66988,product5,415,N,above 45
66994,product3,2960,Y,under 18
67008,product11,3535,N,under 18
67043,product5,364,N,above 45
67067,product9,1226,Y,above 45
67067,product5,1226,N,above 45
67073,product3,1673,N,under 18
67129,product7,604.5,N,18 - 25
67131,product1,653,N,under 18
67162,product11,1514,N,under 18
67188,product5,824,N,above 45
67193,product5,764,N,25-35
67206,product3,2047,N,under 18
67229,product3,2035,N,18 - 25
67242,product3,3652,Y,under 18
67252,product1,448,N,under 18
67304,product11,127,N,under 18
67324,product4,660,N,above 45
67341,product3,530,N,under 18
67342,product5,457,N,above 45
67345,product3,472.5,N,other
67369,product3,1060,N,25-35
67369,product9,1060,N,25-35
67373,product5,33,N,above 45
67378,product9,1589,N,above 45
67378,product10,398,Y,above 45
67378,product2,1589,N,above 45
67378,product3,398,N,above 45
67401,product11,1026,N,25-35
67410,product5,718.5,N,under 18
67433,product1,636,N,under 18
67442,product3,177,Y,25-35
67444,product10,1008,N,under 18
67464,product3,72,N,above 45
67488,product5,355,N,above 45
67516,product11,578,N,under 18
67542,product10,649.5,N,under 18
67547,product10,649.5,N,under 18
67554,product10,609,N,under 18
67555,product2,615.5,N,under 18
67560,product10,475,N,under 18
67564,product1,581,N,under 18
67604,product10,815.5,N,25-35
67607,product11,347,N,under 18
67623,product2,374,Y,25-35
67638,product10,81,N,35-45
67649,product10,1529.5,N,25-35
67655,product10,909,N,25-35
67763,product10,1386,N,under 18
67765,product2,908,N,25-35
67769,product10,997.5,N,25-35
67774,product10,527,Y,25-35
67794,product10,3024,N,25-35
67812,product10,1060,Y,25-35
67831,product10,602.5,Y,under 18
67860,product2,25,N,25-35
67864,product10,909,N,25-35
67870,product10,2426,N,25-35
67881,product10,182,N,25-35
67891,product10,909,N,25-35
67892,product10,761,N,25-35
67900,product2,687,N,35-45
67920,product3,1753,N,under 18
67934,product10,348,N,under 18
67946,product3,610,Y,under 18
67957,product11,687,N,35-45
67968,product2,282,N,25-35
67968,product10,909,N,25-35
67973,product3,607,N,under 18
67976,product10,909,Y,25-35
67990,product2,197,N,under 18
68005,product11,223,N,25-35
68025,product10,3817,N,25-35
68029,product10,307,Y,25-35
68045,product9,1791,N,under 18
68045,product2,1791,N,under 18
68049,product10,448,Y,18 - 25
68076,product10,73,N,under 18
68109,product5,824,Y,above 45
68118,product3,257,Y,above 45
68138,product2,574,N,18 - 25
68157,product5,31,N,above 45
68161,product11,581,Y,under 18
68171,product3,13,N,under 18
68177,product2,2132,Y,25-35
68177,product10,909,N,25-35
68188,product9,781,N,under 18
68188,product5,781,N,under 18
68196,product9,312,N,above 45
68196,product1,312,N,above 45
68220,product3,4630,N,under 18
68226,product2,909,N,25-35
68302,product9,624,N,25-35
68302,product11,624,N,25-35
68305,product10,194,N,under 18
68317,product11,993,N,25-35
68359,product10,908,N,25-35
68361,product11,457,N,under 18
68374,product10,1680,N,25-35
68379,product5,777,N,25-35
68406,product10,98,Y,35-45
68431,product10,1124.5,N,25-35
